Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance
January,16,Writer,83403.2,,9,8,25,6,"Home Equity Loan, Not Specified, Debt Consolidation Loan, Mortgage Loan, Mortgage Loan, and Student Loan",53,20.0,17.03,6.0,_,1668.73,31.74724300573687,231.0,Yes,287.1935286177884,132.35738112534358,High_spent_Medium_value_payments,512.9757569235346
January,33,Accountant,65454.36,,4,5,14,3,"Home Equity Loan, Debt Consolidation Loan, and Not Specified",8,19.0,13.17,8.0,Standard,449.97,26.55749779173766,293.0,Yes,130.92847918352416,,Low_spent_Large_value_payments,191.24172883516587
February,32,Manager,110347.2,9184.6,5,3,8,-100,Payday Loan,5,2.0,3.23,0.0,Good,438.55,25.44745375438509,280.0,No,62.73363984982294,,!@9#%8,335.057462927541
March,18,Scientist,107871.9,8816.325,3,4,8,3,"Student Loan, Mortgage Loan, and Credit-Builder Loan",25,20.0,6.27,2.0,Standard,1005.83,34.683924309883125,389.0,No,227.24178904981625,240.7178364423956,!@9#%8,663.6728745077883
March,23,Mechanic,23001.71,1901.809166666667,5,6,12,3,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",20,,0.83,3.0,Standard,1091.42,32.23682705008825,361.0,NM,47.40727166488168,256.353709307257,Low_spent_Small_value_payments,176.41993569452802
July,38,Architect,17756.42,1630.7016666666666,7,3,32,5,"Auto Loan, Not Specified, Student Loan, Payday Loan, and Student Loan",26,13.0,16.34,,Standard,2688.58,29.37182148717373,190.0,Yes,71.8265579057672,72.75583373062624,Low_spent_Medium_value_payments,298.4877750302732
April,45,Musician,71148.94,5972.078333333334,1,3,1,0,,13,9.0,13.84,3.0,_,518.43,38.31626478977318,281.0,No,0.0,10000.0,High_spent_Large_value_payments,767.1574735129327
July,38,Manager,15319.65,1460.6375,6,7,15,4,"Home Equity Loan, Auto Loan, Auto Loan, and Auto Loan",54,15.0,20.13,6.0,Bad,1453.61,38.987835268746096,,Yes,28.182033386452645,70.2417852372894,Low_spent_Large_value_payments,317.63993137625795
February,34,Lawyer,82277.8,6826.483333333334,8,9,32,7,"Debt Consolidation Loan, Home Equity Loan, Personal Loan, Mortgage Loan, Payday Loan, Not Specified, and Auto Loan",60,16.0,17.71,7.0,Bad,2748.82,36.90386879274203,51.0,Yes,479.1653023127348,115.71831285348038,High_spent_Large_value_payments,327.7647181671183
August,34,Teacher,17200.97,,8,9,27,4,"Mortgage Loan, Auto Loan, Mortgage Loan, and Student Loan",22,10.0,7.3,9.0,Standard,1513.27,30.57668445140128,165.0,Yes,48.51381569201107,143.74703336793837,Low_spent_Small_value_payments,216.28056760671728
February,41,Accountant,20712.24,2007.02,3,3,30,7,"Student Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, Personal Loan, Not Specified, and Auto Loan",7,11.0,8.43,6.0,Standard,2375.83,37.685052793635336,152.0,Yes,47437.0,44.080876086706496,High_spent_Medium_value_payments,321.8432410957649
May,44,Developer,9555.665,957.3054166666668,3,5,14,2,"Mortgage Loan, and Not Specified",6,,1.18,2.0,_,1383.88,27.817837105461017,,Yes,8.036609620229202,100.13036115449312,Low_spent_Small_value_payments,277.5635708919444
August,46,Doctor,42237.36,3725.78,5,7,4,4,"Home Equity Loan, Personal Loan, Personal Loan, and Mortgage Loan",8,11.0,6.0,3.0,Good,1170.65,26.37980170614853,311.0,No,98.45588688009369,252.2764394518848,High_spent_Small_value_payments,281.8456736680216
July,29,Engineer,15709.22,1290.1016666666667,9,7,16,9,"Personal Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Auto Loan, Not Specified, and Student Loan",29,19.0,-3.85,10.0,Bad,1995.84,37.12546695822648,109.0,Yes,60.27511459352723,29.704476446241628,High_spent_Medium_value_payments,289.0305756268978
July,47,Journalist,115827.92,9459.326666666666,7,6,17,2,"Debt Consolidation Loan, and Payday Loan",14,8.0,4.33,3.0,Standard,291.71,36.87938422475239,212.0,No,141.92313260895574,314.27674365156844,High_spent_Medium_value_payments,739.7327904061424
April,17,Developer,93712.29,7832.357500000001,6,4,10,0,,15,,9.44,5.0,Standard,20.09,39.86934913893885,367.0,Yes,0.0,133.76775057501197,High_spent_Medium_value_payments,899.4679994249883
March,32,Journalist,7184.235,848.68625,6,8,31,7,"Payday Loan, Not Specified, Home Equity Loan, Home Equity Loan, Auto Loan, Not Specified, and Personal Loan",48,25.0,0.54,8.0,Bad,2331.6,22.69224790984333,205.0,Yes,30479.0,72.98354652848873,Low_spent_Medium_value_payments,258.70695210510104
August,45,Writer,65558.36,5715.196666666668,9,8,18,9,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, Auto Loan, Mortgage Loan, Mortgage Loan, Personal Loan, and Not Specified",48,28.0,6.4,10.0,_,2239.44,36.24349807983391,102.0,Yes,268.99179470376555,276.0053333191556,Low_spent_Medium_value_payments,306.52253864374563
May,51,Entrepreneur,34229.35,2840.445833333333,3,2,12,4,"Home Equity Loan, Auto Loan, Mortgage Loan, and Payday Loan",9,-1.0,11.04,2.0,Good,1180.77,28.81604898273307,363.0,No,85.68697392409503,253.1395163292956,Low_spent_Large_value_payments,215.2180930799427
May,41,Entrepreneur,56213.84,4955.486666666667,6,7,26,5,"Auto Loan, Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Credit-Builder Loan",58,19.0,8.77,14.0,Bad,3626.94,27.96824326256538,53.0,Yes,120.15943330681644,,High_spent_Small_value_payments,535.5782463861578
May,25,Accountant,22244.25,,0,5,12,1,Student Loan,0,7.0,5.03,3.0,_,1431.94,27.991959829640283,396.0,No,16.227047813555437,94.34487913368572,Low_spent_Large_value_payments,360.1968230527589
April,20,Mechanic,39052.47,3075.464909609783,5,4,9,2,"Student Loan, and Debt Consolidation Loan",8,11.0,2.65,1.0,Good,1284.22,23.37764040792775,398.0,No,403.7318074374172,235.9945624191241,High_spent_Small_value_payments,302.81847053367613
March,30,Mechanic,80541.51,6460.7925,4,7,20,0,,14,18.0,,0.0,_,345.22,22.90297052319253,318.0,Yes,0.0,864.3535234584639,Low_spent_Small_value_payments,71.72572654153612
February,28,Engineer,18995.54,1487.9616666666668,6,7,6,4,"Not Specified, Home Equity Loan, Debt Consolidation Loan, and Student Loan",30,12.0,18.16,8.0,Standard,2687.2,32.654193197087324,228.0,Yes,36299.0,117.33114058658497,Low_spent_Medium_value_payments,262.21896927334467
August,15,Lawyer,123947.36,10356.946666666669,8,5,17,6,"Not Specified, Mortgage Loan, Credit-Builder Loan, Not Specified, Auto Loan, and Home Equity Loan",18,19.0,9.51,9.0,_,145.03,34.63917129146202,225.0,Yes,611.2866937353463,236.53352626558697,High_spent_Large_value_payments,427.8744466657336
May,30,Developer,68790.22,5872.5183333333325,3,5,6,3,"Debt Consolidation Loan, Mortgage Loan, and Auto Loan",3,10.0,12.38,3.0,Good,399.79,36.56488264857509,324.0,NM,163.4102564532229,435.2577708074562,Low_spent_Small_value_payments,278.58380607265417
March,26,Teacher,21178.31,1990.8591666666669,5,4,8,3,"Not Specified, Auto Loan, and Not Specified",23,17.0,0.74,5.0,Standard,262.25,28.44553458876115,287.0,No,45.48248912674549,164.41467327309533,Low_spent_Small_value_payments,279.18875426682587
July,42,Musician,28408.97,1985.5193131955905,1,5,4,4,"Payday Loan, Auto Loan, Home Equity Loan, and Auto Loan",9,1.0,7.23,3.0,Good,542.72,28.78208983795772,,No,144.71509392680213,71.5984146306859,High_spent_Small_value_payments,338.92276158025544
March,18,Architect,77380.48,,5,2,8,0,,0,0.0,2.2,1.0,_,486.34,40.572808292719046,238.0,NM,0.0,117.15890816342468,High_spent_Medium_value_payments,794.6784251699088
July,42,Mechanic,10542.045,1082.50375,7,6,19,4,"Not Specified, Home Equity Loan, Debt Consolidation Loan, and Home Equity Loan",5,10.0,5.54,0.0,Standard,528.87,30.4689556911229,212.0,No,25.94871237968341,71.96828475646025,Low_spent_Large_value_payments,280.3333778638563
May,28,Scientist,125141.22,10181.435,5,3,4,4,"Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, and Not Specified",10,3511.0,5.95,4.0,Good,377.84,29.098574523027423,349.0,NM,281.8616825859369,884.9348494391388,Low_spent_Medium_value_payments,131.34696797492438
July,43,Musician,12153.69,886.8075,6,5,13,2,"Credit-Builder Loan, and Home Equity Loan",27,19.0,9.97,5.0,Standard,127.34,30.052600538454577,401.0,Yes,15.76815239003066,37.0810991278702,Low_spent_Medium_value_payments,315.8314984820992
March,25,Architect,66227.56,5699.963333333332,10,9,31,-100,"Mortgage Loan, and Debt Consolidation Loan",46,18.0,5.33,6.0,Bad,1854.23,30.50835199036773,190.0,Yes,77.13000491001006,107.5882884628218,High_spent_Medium_value_payments,635.2780399605016
March,14,Journalist,7171.26,807.605,6,9,22,2,"Home Equity Loan, and Personal Loan",26,23.0,12.81,8.0,_,2603.15,30.792147942497703,198.0,Yes,7.303131514583107,102.2125198038138,Low_spent_Small_value_payments,261.2448486816031
January,51,Entrepreneur,36137.59,2876.465833333333,3,4,2,4,"Debt Consolidation Loan, Auto Loan, Debt Consolidation Loan, and Auto Loan",6,0.0,7.21,2.0,Good,1261.71,36.27721928680761,326.0,No,73.14084220712401,168.40546551930132,Low_spent_Large_value_payments,316.1002756069081
May,39,Media_Manager,13543.805,1035.6504166666666,6,2,18,3,"Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan",16,17.0,13.14,4.0,Standard,929.03,37.60843352043668,332.0,Yes,30.687931843105765,43.597434578063975,!@9#%8,309.27967524549695
May,16,Accountant,19860.55,1691.0458333333331,6,3,16,2,"Home Equity Loan, and Credit-Builder Loan",15,17.0,11.07,5.0,Standard,1101.26,35.282381831116034,,Yes,18.539143001504904,66.57756025517214,High_spent_Medium_value_payments,333.9878800766563
August,39,Media_Manager,126603.51,10711.2925,1,5,2,2,"Personal Loan, and Student Loan",7,-3.0,6.04,,_,545.67,38.89577690608529,365.0,No,163.94448184700911,97.40864410294265,High_spent_Large_value_payments,1049.776124050048
May,45,Lawyer,28485.76,2230.813333333333,6,7,15,6,"Payday Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, Not Specified, and Mortgage Loan",24,18.0,17.96,6.0,Bad,4770.24,39.334270814399616,167.0,Yes,128.89579910766787,45.16713933929139,High_spent_Medium_value_payments,299.01839488637404
April,45,Doctor,62538.3,5371.5250000000015,2,813,8,3,"Not Specified, Debt Consolidation Loan, and Mortgage Loan",4,6.0,8.8,5.0,Good,1375.7,34.55389321224826,266.0,No,87.79120053904198,68.34457227772678,High_spent_Large_value_payments,621.0167271832313
March,17,Writer,66289.36,5433.113333333334,4,5,15,2,"Personal Loan, and Student Loan",9,15.0,7.27,11.0,Standard,713.33,25.71133870395187,,NM,61.32521298913761,139.50822758222247,High_spent_Medium_value_payments,592.4778927619733
January,19,Architect,54834.69,4508.5575,7,6,22,6,"Debt Consolidation Loan, Personal Loan, Payday Loan, Not Specified, Personal Loan, and Student Loan",53,15.0,7.49,7.0,_,2470.61,27.96894993373736,110.0,Yes,258.8627428192417,101.93422180962312,High_spent_Small_value_payments,350.0587853711352
April,37,Accountant,28393.64,2076.1366666666668,6,6,31,7,"Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, Home Equity Loan, and Personal Loan",46,22.0,8.48,10.0,Bad,2016.71,27.070463831552185,137.0,NM,145.47549261096216,144.70552521970262,Low_spent_Large_value_payments,187.4326488360019
May,53,Mechanic,53003.18,4275.931666666666,6,6,6,4,"Payday Loan, Auto Loan, Personal Loan, and Credit-Builder Loan",20,15.0,2.84,4.0,Standard,1387.17,26.860073112176547,351.0,Yes,175.35445533670952,211.76445579068425,Low_spent_Medium_value_payments,320.47425553927286
July,46,Journalist,59692.58,4733.381666666667,4,3,18,4,"Personal Loan, Student Loan, Payday Loan, and Not Specified",11,19.0,12.52,6.0,Standard,458.68,34.47032694681745,219.0,Yes,40802.0,82.37060013944419,High_spent_Large_value_payments,518.5771379422811
February,22,Accountant,70383.0,6119.25,9,5,26,7,"Not Specified, Student Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, and Student Loan",61,23.0,26.82,12.0,Bad,4440.34,23.87710476458125,158.0,Yes,254.79779681814517,608.9690019712863,!@9#%8,38.15820121056869
March,37,Doctor,42877.62,3446.135,9,9,2017,2,"Not Specified, and Debt Consolidation Loan",59,20.0,6.87,10.0,Bad,2221.29,38.33705358979231,229.0,Yes,61.87496509226512,91.2175162212595,High_spent_Small_value_payments,451.5210186864754
January,14,Engineer,31563.9,2808.3250000000007,10,10,19,5,"Student Loan, Student Loan, Not Specified, Mortgage Loan, and Home Equity Loan",29,21.0,8.44,8.0,Bad,2241.78,41.35368043826055,159.0,Yes,99.5232497682634,81.90030553183644,High_spent_Medium_value_payments,349.4089446999002
March,31,Manager,26305.91,1946.1591666666668,4,7,9,2,"Payday Loan, and Payday Loan",17,12.0,7.34,4.0,_,151.95,27.777097946461268,354.0,NM,23.990506963111766,233.2279595996126,Low_spent_Small_value_payments,227.3974501039423
March,45,Doctor,17059.21,1574.6008333333332,9,5,26,-100,"Debt Consolidation Loan, Student Loan, Debt Consolidation Loan, and Mortgage Loan",17,17.0,13.57,11.0,_,2380.48,29.3755912624798,144.0,Yes,30.964348882326284,176.14752937779772,Low_spent_Small_value_payments,240.3482050732093
March,36,Lawyer,125179.95,,4,3,9,0,,17,2.0,1.74,6.0,Good,1344.09,40.55735671851888,191.0,No,0.0,603.6734685319343,High_spent_Small_value_payments,673.6927814680657
February,40,_______,33262.2,2914.85,6,5,18,3,"Personal Loan, Payday Loan, and Not Specified",14,12.0,17.33,1.0,_,696.05,35.76019912080048,352.0,Yes,43.32515319887624,215.1589301747545,Low_spent_Small_value_payments,323.0009166263692
February,41,Musician,33978.57,2685.5475,5,5,6,3,"Mortgage Loan, Personal Loan, and Not Specified",26,3484.0,15.98,2.0,_,1082.25,26.64230722974048,189.0,Yes,60.06864329328245,215.6158102303874,Low_spent_Large_value_payments,262.87029647633017
March,41,Entrepreneur,71617.92,6009.16,7,9,19,6,"Credit-Builder Loan, Home Equity Loan, Personal Loan, Personal Loan, Student Loan, and Auto Loan",61,16.0,25.51,8.0,Bad,3466.45,25.17866113631793,96.0,Yes,264.7394573990407,136.52065570793948,High_spent_Large_value_payments,439.65588689301984
April,27,Writer,30738.51,,3,7,3,1,Student Loan,8,14.0,6.42,3.0,Standard,645.49,33.05179918737566,378.0,No,22.815893781129866,141.52640132235663,Low_spent_Large_value_payments,349.5119548965136
January,29,Manager,18028.98,1369.415,4,7,29,5,"Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, and Credit-Builder Loan",26,8.0,,10.0,_,1678.53,24.777571646598016,,Yes,47.40991040165294,68.96112777504551,High_spent_Small_value_payments,280.5704618233015
February,34,Lawyer,20587.96,1953.6633333333327,8,5,12,2,"Debt Consolidation Loan, and Payday Loan",30,1900.0,13.87,1.0,Standard,854.63,40.268488538305526,215.0,Yes,26.5331647163936,,Low_spent_Medium_value_payments,339.18894939476365
March,35,Musician,125155.2,,1,4,9,3,"Student Loan, Auto Loan, and Mortgage Loan",16,,3.6999999999999993,1.0,Good,50.83,40.33802303595685,313.0,No,169.62722750981052,488.07095499703337,High_spent_Small_value_payments,625.4618174931563
January,45,Journalist,15932.725,1219.7270833333334,6,6,11,1,Debt Consolidation Loan,24,,9.63,1.0,Standard,1124.16,34.329530165939524,328.0,Yes,13.26805418188136,62.598044053934366,Low_spent_Medium_value_payments,326.1066100975176
July,43,Teacher,82757.96,6692.496666666668,6,9,30,6,"Home Equity Loan, Payday Loan, Personal Loan, Home Equity Loan, Mortgage Loan, and Mortgage Loan",61,21.0,,14.0,Bad,4340.03,36.61433425087528,65.0,Yes,384.751743998896,425.4187889501559,High_spent_Small_value_payments,119.07913371761472
February,20,Engineer,115736.92,9541.743333333334,8,3,8,3,"Mortgage Loan, Not Specified, and Debt Consolidation Loan",11,11.0,19.16,7.0,_,296.14,29.74776214615693,292.0,Yes,255.74756478246388,10000.0,High_spent_Medium_value_payments,631.5870031177571
April,33,Scientist,20618.37,1425.1975,6,6,22,2,"Credit-Builder Loan, and Debt Consolidation Loan",34,20.0,18.74,10.0,Standard,1681.09,39.205202148705226,222.0,Yes,21.806686430747003,58.10255723986674,Low_spent_Small_value_payments,352.6105063293863
July,37,_______,31748.67,2388.7225,5,4,12,1,Credit-Builder Loan,11,0.0,7.57,4.0,_,180.68,33.06682066505625,,No,14.331704372917676,40.57825996470701,High_spent_Large_value_payments,423.9622856623754
May,54,Writer,32495.66,2594.971666666667,3,7,18,1,Not Specified,10,18.0,10.39,1.0,Standard,1099.57,31.66567711754549,210.0,NM,23.96570416283441,102.55674636432276,High_spent_Medium_value_payments,382.97471613950967
August,36,Media_Manager,93373.68,,5,7,7,2,"Auto Loan, and Mortgage Loan",18,16.0,18.8,4.0,Standard,1067.59,29.3800546778244,395.0,Yes,137.25148491642315,331.45391767945614,High_spent_Medium_value_payments,569.2085974041207
February,21,Developer,100666.59,8203.8825,3,5,15,4,"Credit-Builder Loan, Auto Loan, Student Loan, and Payday Loan",6,12.0,14.61,2.0,Standard,1233.25,33.82114156186581,226.0,Yes,197.79202753388125,149.91666047227346,!@9#%8,722.6795619938453
February,48,Developer,66120.99,,7,4,20,2,"Auto Loan, and Mortgage Loan",14,,15.65,0.0,Standard,553.15,38.23452846040481,212.0,No,95.35810191886792,198.18004773220105,Low_spent_Medium_value_payments,552.9701003489312
July,56,Doctor,102131.04,8631.92,5,5,10,0,,21,11.0,8.81,6.0,Standard,27.19,36.3488155070889,364.0,No,0.0,227.00185685986665,High_spent_Medium_value_payments,886.1901431401334
January,38,Mechanic,82816.48,6754.373333333332,8,233,16,6,"Payday Loan, Payday Loan, Mortgage Loan, Debt Consolidation Loan, Student Loan, and Not Specified",21,24.0,23.45,10.0,Bad,4279.0,34.501469574866825,92.0,Yes,215.80750788577757,685.1124003593831,Low_spent_Medium_value_payments,54.51742508817279
June,35,Mechanic,35062.63,2995.8858333333333,0,5,7,0,,17,2.0,7.43,3.0,Good,971.25,28.530099365768123,208.0,No,0.0,110.18598722526932,High_spent_Small_value_payments,449.402596108064
January,18,Manager,15728.24,,7,6,31,2,"Debt Consolidation Loan, and Payday Loan",39,20.0,13.59,7.0,Bad,2002.37,27.466382901616587,215.0,Yes,25.043488688572303,40.06461355605544,Low_spent_Small_value_payments,331.06056442203896
June,16,Doctor,103345.12,7880.753238618135,3,6,14,5,"Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Home Equity Loan, and Student Loan",19,14.0,7.52,6.0,Standard,100.7,25.513048261278392,79.0,Yes,817.9870256960498,255.9373855127201,High_spent_Medium_value_payments,536.5250168397608
January,44,Engineer,31237.94,2563.1616666666664,5,5,2,3,"Mortgage Loan, Credit-Builder Loan, and Payday Loan",12,1735.0,7.02,0.0,Good,1179.2,32.99559812074078,314.0,No,60.23501520937828,252.1513124935054,Low_spent_Medium_value_payments,223.929838963783
April,23,Doctor,16668.96,1234.08,6,3,6,0,,29,6.0,17.36,5.0,Standard,1426.06,35.72700471919213,224.0,Yes,0.0,93.82859242402824,Low_spent_Small_value_payments,319.5794075759718
August,32,Teacher,19077.25,1371.684255016673,10,8,28,6,"Credit-Builder Loan, Mortgage Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, and Personal Loan",51,19.0,7.6,11.0,Bad,3851.38,26.69721276525177,,NM,135.0454499965585,92.1753593076589,Low_spent_Large_value_payments,266.94285234577615
August,16,Entrepreneur,42236.79,,10,5,24,7,"Not Specified, Personal Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",21,24.0,4.72,7.0,Bad,2050.02,27.926685425627515,105.0,Yes,211.6264561333649,,High_spent_Medium_value_payments,337.1350099531659
